"datetime";"date";"time";"price";"shares";"amount";"tax";"fee";"realizedgains";"type";"broker";"assettype";"identifier";"wkn";"originalcurrency";"currency";"fxrate";"holding";"holdingname";"holdingnickname";"exchange";"avgholdingperiod"
"2025-02-05T00:00:00.000Z";"05.02.2025";"01:00:00";1;500,22;500,22;0;0;;"TransferIn";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2025-02-03T20:42:13.938Z";"03.02.2025";"21:42:00";1;14,79;14,79;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-02-03T10:48:52.394Z";"03.02.2025";"11:48:00";1;12,98;12,98;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-02-03T08:00:00.002Z";"03.02.2025";"09:00:00";53,09;0,056889;3,02;0;0;;"Buy";"trade_republic";"Security";"IE00B4ND3602";"A1KWPQ";;"EUR";;;"iShares Physical Gold ETC - USD ACC";"";"langschwarz";
"2025-02-03T08:00:00.001Z";"03.02.2025";"09:00:00";113,28;0,882768;100;0;0;;"Buy";"trade_republic";"Security";"IE00B7Y34M31";"A1VBKR";;"EUR";;;"WisdomTree S&P 500 3x Daily Leveraged";"";"langschwarz";
"2025-02-03T08:00:00.000Z";"03.02.2025";"09:00:00";227,6;0,373462;85;0;0;;"Buy";"trade_republic";"Security";"IE00BLRPRL42";"A3GL7E";;"EUR";;;"WisdomTree NASDAQ 100 3x Daily Leveraged";"";"langschwarz";
"2025-02-03T07:59:59.000Z";"03.02.2025";"08:59:00";1;3,02;3,02;0;0;;"TransferIn";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-02-02T15:37:33.607Z";"02.02.2025";"16:37:00";1;96;96;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-31T14:59:00.000Z";"31.01.2025";"15:59:00";138,86;8;1110,88;0;0;;"Buy";;"Security";"IE00BK5BQT80";"A2PKXG";;"EUR";;;"Vanguard FTSE All-World UCITS ETF - USD ACC";"";"";
"2025-01-31T14:21:58.646Z";"31.01.2025";"15:21:00";1;23,04;23,04;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-31T14:18:41.314Z";"31.01.2025";"15:18:00";1;1200;1200;0;0;;"TransferIn";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-31T08:00:00.000Z";"31.01.2025";"09:00:00";1;1,21;1,21;0;0;;"Interest";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-29T17:19:20.317Z";"29.01.2025";"18:19:00";1;12,82;12,82;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-27T17:23:19.417Z";"27.01.2025";"18:23:00";1;17,34;17,34;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-24T12:20:45.162Z";"24.01.2025";"13:20:00";1;21,05;21,05;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-23T10:58:16.377Z";"23.01.2025";"11:58:00";1;8,52;8,52;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-23T00:00:00.000Z";"23.01.2025";"01:00:00";1;0;0;0;4,99;;"cost";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2025-01-21T19:25:26.445Z";"21.01.2025";"20:25:00";24,5;13;318,5;0;0;;"Buy";"scalable_capital";"Security";"DE0006219934";"621993";;"EUR";;;"Jungheinrich Vz";"";"";
"2025-01-21T19:22:29.525Z";"21.01.2025";"20:22:00";53,32;6;319,92;0;0;37,8;"Sell";"scalable_capital";"Security";"US88642R1095";"A2DVJZ";;"EUR";;;"TIDEWATER INC.";"";"";4075917070
"2025-01-21T16:20:21.628Z";"21.01.2025";"17:20:00";1;13,88;13,88;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-21T00:41:32.860Z";"21.01.2025";"01:41:00";1;17,4;17,4;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-20T16:21:54.448Z";"20.01.2025";"17:21:00";1;20,43;20,43;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-19T10:22:59.355Z";"19.01.2025";"11:22:00";1;24,49;24,49;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-17T16:20:50.450Z";"17.01.2025";"17:20:00";1;9,83;9,83;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-17T10:51:46.487Z";"17.01.2025";"11:51:00";1;5,33;5,33;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-17T10:51:28.212Z";"17.01.2025";"11:51:00";1;7,78;7,78;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-16T15:21:06.394Z";"16.01.2025";"16:21:00";1;10,91;10,91;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-16T08:00:00.002Z";"16.01.2025";"09:00:00";51,09;3,915043;200;0;0;;"Buy";"trade_republic";"Security";"IE00B4ND3602";"A1KWPQ";;"EUR";;;"iShares Physical Gold ETC - USD ACC";"";"langschwarz";
"2025-01-16T08:00:00.001Z";"16.01.2025";"09:00:00";236,42;0,359529;85;0;0;;"Buy";"trade_republic";"Security";"IE00BLRPRL42";"A3GL7E";;"EUR";;;"WisdomTree NASDAQ 100 3x Daily Leveraged";"";"langschwarz";
"2025-01-16T08:00:00.000Z";"16.01.2025";"09:00:00";111,83;0,938925;105;0;0;;"Buy";"trade_republic";"Security";"IE00B7Y34M31";"A1VBKR";;"EUR";;;"WisdomTree S&P 500 3x Daily Leveraged";"";"langschwarz";
"2025-01-15T16:20:01.197Z";"15.01.2025";"17:20:00";1;10,76;10,76;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-13T19:39:21.062Z";"13.01.2025";"20:39:00";13,72;19;260,64;0;0;;"Buy";"scalable_capital";"Security";"US83406F1021";"A2QPMG";;"EUR";;;"SoFi Technologies";"";"";
"2025-01-13T19:38:55.045Z";"13.01.2025";"20:38:00";65,95;4;263,8;0;0;-0,4;"Sell";"scalable_capital";"Security";"DK0010287663";"861226";;"EUR";;;"Nkt A/S";"";"";273506182
"2025-01-13T16:24:41.450Z";"13.01.2025";"17:24:00";17,86;27;482,22;0;0;;"Buy";"scalable_capital";"Security";"AT0000A0E9W5";"A0X9EJ";;"EUR";;;"Kontron";"";"";
"2025-01-13T16:24:18.535Z";"13.01.2025";"17:24:00";24,39;20;487,8;0;0;352,7;"Sell";"scalable_capital";"Security";"US4330001060";"A2QMYY";;"EUR";;;"Hims & Hers Health";"";"";36689746628
"2025-01-13T16:08:47.811Z";"13.01.2025";"17:08:00";1;8,86;8,86;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-10T15:51:03.187Z";"10.01.2025";"16:51:00";4,36;40;174,4;0;0,99;;"Buy";"scalable_capital";"Security";"KYG4124C1096";"A3C8H0";;"EUR";;;"Grab Holdings Limited";"";"";
"2025-01-10T15:40:28.863Z";"10.01.2025";"16:40:00";66,05;4;264,2;0;0;;"Buy";"scalable_capital";"Security";"DK0010287663";"861226";;"EUR";;;"Nkt A/S";"";"";
"2025-01-10T15:39:00.348Z";"10.01.2025";"16:39:00";319,9;1;319,9;0;0;-12,2;"Sell";"scalable_capital";"Security";"US5949724083";"722713";;"EUR";;;"Strategy";;"";1545614046
"2025-01-10T15:34:48.063Z";"10.01.2025";"16:34:00";60,94;5;304,7;0;0;;"Buy";"scalable_capital";"Security";"US89377M1099";"A2PH5P";;"EUR";;;"TRANSMEDICS GROUP";;"";
"2025-01-10T15:34:05.088Z";"10.01.2025";"16:34:00";381,05;1;381,05;0;0;142,6;"Sell";"scalable_capital";"Security";"US88160R1014";"A1CX3T";;"EUR";;;"Tesla";;"";40518565993
"2025-01-09T08:00:00.001Z";"09.01.2025";"09:00:00";234,92;0,361825;85;0;0;;"Buy";"trade_republic";"Security";"IE00BLRPRL42";"A3GL7E";;"EUR";;;"WisdomTree NASDAQ 100 3x Daily Leveraged";"";"langschwarz";
"2025-01-09T08:00:00.000Z";"09.01.2025";"09:00:00";0,6;7;4,17;0;0;;"Dividend";"scalable_capital";"Security";"US8740391003";"909800";;"EUR";;;"TSMC (ADR)";;"";
"2025-01-09T08:00:00.000Z";"09.01.2025";"09:00:00";110;0,954545;105;0;0;;"Buy";"trade_republic";"Security";"IE00B7Y34M31";"A1VBKR";;"EUR";;;"WisdomTree S&P 500 3x Daily Leveraged";"";"langschwarz";
"2025-01-05T21:53:23.790Z";"05.01.2025";"22:53:00";1;300;300;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-02T17:44:23.269Z";"02.01.2025";"18:44:00";1;96;96;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-02T15:44:06.186Z";"02.01.2025";"16:44:00";16,73;29;485,29;0;0;;"Buy";"scalable_capital";"Security";"US5657881067";"A2QQBE";;"EUR";;;"Mara Holdings";"";"";
"2025-01-02T15:43:23.308Z";"02.01.2025";"16:43:00";83,72;6;502,32;0;0;110,62;"Sell";"scalable_capital";"Security";"US70450Y1038";"A14R7U";;"EUR";;;"PayPal Holdings";;"";10887027743
"2025-01-02T14:26:11.544Z";"02.01.2025";"15:26:00";114,1;3;342,3;0;0;;"Buy";"scalable_capital";"Security";"JP3481800005";"857771";;"EUR";;;"Daikin Industries";"";"";
"2025-01-02T14:25:46.481Z";"02.01.2025";"15:25:00";113;3;339;0;0;-9;"Sell";"scalable_capital";"Security";"US78392B1070";"A1JWRE";;"EUR";;;"SK HYNIX GDR 144A/REGS 1";"";"";863533048
"2025-01-02T08:40:50.342Z";"02.01.2025";"09:40:00";205,2;2;410,4;0;0;;"Buy";"scalable_capital";"Security";"US9224751084";"A1W5SA";;"EUR";;;"Veeva Systems";"";"";
"2025-01-02T08:34:55.395Z";"02.01.2025";"09:34:00";392,6;1;392,6;0;0;154,15;"Sell";"scalable_capital";"Security";"US88160R1014";"A1CX3T";;"EUR";;;"Tesla";;"";39802216300
"2025-01-02T08:31:04.304Z";"02.01.2025";"09:31:00";57,31;5;286,55;0;0;;"Buy";"scalable_capital";"Security";"GB0007188757";"852147";;"EUR";;;"Rio Tinto";"";"";
"2025-01-02T08:31:00.000Z";"02.01.2025";"09:31:00";134,26;8;1074,08;0;0;;"Buy";;"Security";"IE00BK5BQT80";"A2PKXG";;"EUR";;;"Vanguard FTSE All-World UCITS ETF - USD ACC";"";"";
"2025-01-02T08:30:37.455Z";"02.01.2025";"09:30:00";11,24;29;325,96;0;0;-118,86;"Sell";"scalable_capital";"Security";"PLPKN0000018";"929424";;"EUR";;;"ORLEN";;"";27006183728
"2025-01-02T08:00:00.003Z";"02.01.2025";"09:00:00";49,48;0,175835;8,7;0;0;;"Buy";"trade_republic";"Security";"IE00B4ND3602";"A1KWPQ";;"EUR";;;"iShares Physical Gold ETC - USD ACC";"";"langschwarz";
"2025-01-02T08:00:00.002Z";"02.01.2025";"09:00:00";49,48;0,029304;1,45;0;0;;"Buy";"trade_republic";"Security";"IE00B4ND3602";"A1KWPQ";;"EUR";;;"iShares Physical Gold ETC - USD ACC";"";"langschwarz";
"2025-01-02T08:00:00.001Z";"02.01.2025";"09:00:00";109,9;0,955414;105;0;0;;"Buy";"trade_republic";"Security";"IE00B7Y34M31";"A1VBKR";;"EUR";;;"WisdomTree S&P 500 3x Daily Leveraged";"";"langschwarz";
"2025-01-02T08:00:00.000Z";"02.01.2025";"09:00:00";238,88;0,355827;85;0;0;;"Buy";"trade_republic";"Security";"IE00BLRPRL42";"A3GL7E";;"EUR";;;"WisdomTree NASDAQ 100 3x Daily Leveraged";"";"langschwarz";
"2025-01-02T07:59:59.001Z";"02.01.2025";"08:59:00";1;1,45;1,45;0;0;;"TransferIn";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-02T07:59:59.000Z";"02.01.2025";"08:59:00";1;8,7;8,7;0;0;;"TransferIn";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-02T07:37:26.418Z";"02.01.2025";"08:37:00";24,25;19;460,75;0;0;;"Buy";"scalable_capital";"Security";"NO0010209331";"A0MSGT";;"EUR";;;"Protector Forsikring";"";"";
"2025-01-02T07:33:46.453Z";"02.01.2025";"08:33:00";34,83;8;278,64;0;0;;"Buy";"scalable_capital";"Security";"US6304021057";"877793";;"EUR";;;"NAPCO Security Technologies";"";"";
"2025-01-02T07:25:46.134Z";"02.01.2025";"08:25:00";18,94;15;284,1;0;0;17,7;"Sell";"scalable_capital";"Security";"GB00BZ3CNK81";"A2AGBV";;"EUR";;;"TORM";"";"";854202618
"2025-01-02T07:23:37.522Z";"02.01.2025";"08:23:00";117,6;3;352,8;0;0;4,44;"Sell";"scalable_capital";"Security";"US0079031078";"863186";;"EUR";;;"Advanced Micro Devices";"";"";854818471
"2025-01-01T14:03:10.932Z";"01.01.2025";"15:03:00";1;400;400;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-01-01T13:14:54.641Z";"01.01.2025";"14:14:00";1;2,4;2,4;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-31T23:56:16.414Z";"01.01.2025";"00:56:00";1;5,99;5,99;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-31T13:48:42.057Z";"31.12.2024";"14:48:00";1;2,94;2,94;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-31T12:05:17.735Z";"31.12.2024";"13:05:00";1;5,99;5,99;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-31T08:00:00.000Z";"31.12.2024";"09:00:00";1;3,47;3,47;0;0;;"Interest";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-31T00:00:00.000Z";"31.12.2024";"01:00:00";1;2,24;2,24;0;0;;"Interest";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2024-12-30T16:38:30.530Z";"30.12.2024";"17:38:00";1;5,49;5,49;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-30T15:15:05.910Z";"30.12.2024";"16:15:00";1;24,24;24,24;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-29T19:25:12.716Z";"29.12.2024";"20:25:00";1;109,57;109,57;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-28T15:35:16.735Z";"28.12.2024";"16:35:00";1;4,99;4,99;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-27T17:41:00.157Z";"27.12.2024";"18:41:00";4,6;58;266,74;0;0;;"Buy";"scalable_capital";"Security";"KYG4124C1096";"A3C8H0";;"EUR";;;"Grab Holdings Limited";"";"";
"2024-12-27T17:40:37.137Z";"27.12.2024";"18:40:00";87,46;3;262,38;0;0;102,9;"Sell";"scalable_capital";"Security";"US5165441032";"A117UE";;"EUR";;;"Lantheus Hldg.";;"";27226232361
"2024-12-27T16:57:32.311Z";"27.12.2024";"17:57:00";16,44;17;279,48;0;0;;"Buy";"scalable_capital";"Security";"LU2290522684";"A2QNEL";;"EUR";;;"InPost";"";"";
"2024-12-27T16:55:48.479Z";"27.12.2024";"17:55:00";49,65;6;297,9;0;0;-2,1;"Sell";"scalable_capital";"Security";"DE000A1K0235";"A1K023";;"EUR";;;"SÜSS MicroTec";"";"";1829450051
"2024-12-27T12:08:10.140Z";"27.12.2024";"13:08:00";25,6;10;256;0;0;;"Buy";"scalable_capital";"Security";"DE0006219934";"621993";;"EUR";;;"Jungheinrich Vz";"";"";
"2024-12-27T12:07:39.470Z";"27.12.2024";"13:07:00";14,9;18;268,2;0;0;;"Buy";"scalable_capital";"Security";"GRS469003024";"A1W3NH";;"EUR";;;"Kri-Kri";"";"";
"2024-12-27T12:06:48.515Z";"27.12.2024";"13:06:00";18,24;27;492,53;0;0;-84,19;"Sell";"scalable_capital";"Security";"DE000RENK730";"RENK73";;"EUR";;;"RENK";"";"";1810961846
"2024-12-27T08:54:00.000Z";"27.12.2024";"09:54:00";1,35;600;810;0;1;150;"Sell";"trade_republic";"Security";"DE000SW19FB8";"SW19FB";;"EUR";;;"SocGen FaktS O.End CBOE VIX 16,741";"";"langschwarz";650820000
"2024-12-27T08:15:00.000Z";"27.12.2024";"09:15:00";241,4;0,2046;49,39;0;1;-0,61;"Sell";"trade_republic";"Security";"JE00B588CD74";"A1DCTK";;"EUR";;;"WisdomTree Physical Swiss Gold - EUR ACC";"";"langschwarz";1446540000
"2024-12-27T08:01:56.392Z";"27.12.2024";"09:01:00";200,1;2;400,2;0;0;;"Buy";"scalable_capital";"Security";"DK0010272202";"565131";;"EUR";;;"Genmab";;"";
"2024-12-27T08:00:00.001Z";"27.12.2024";"09:00:00";0,48;1;0,48;0,08;0;;"Dividend";"scalable_capital";"Security";"US30303M1027";"A1JWVX";;"EUR";;;"Meta Platforms";"";"";
"2024-12-27T08:00:00.000Z";"27.12.2024";"09:00:00";0,00938;16;0,15;0,02;0;;"Dividend";"scalable_capital";"Security";"US67066G1040";"918422";;"EUR";;;"NVIDIA";;"";
"2024-12-27T07:12:43.107Z";"27.12.2024";"08:12:00";16,57;20;331,4;0;0;;"Buy";"scalable_capital";"Security";"LU2290522684";"A2QNEL";;"EUR";;;"InPost";"";"";
"2024-12-27T07:10:52.114Z";"27.12.2024";"08:10:00";4,81;54;259,47;0;0;;"Buy";"scalable_capital";"Security";"KYG4124C1096";"A3C8H0";;"EUR";;;"Grab Holdings Limited";"";"";
"2024-12-27T07:09:57.226Z";"27.12.2024";"08:09:00";25,08;20;501,6;0;0;;"Buy";"scalable_capital";"Security";"DE0006219934";"621993";;"EUR";;;"Jungheinrich Vz";"";"";
"2024-12-27T07:09:02.658Z";"27.12.2024";"08:09:00";9,97;26;259,27;0;0;;"Buy";"scalable_capital";"Security";"KYG6683N1034";"A3C82G";;"EUR";;;"Nubank";"";"";
"2024-12-27T07:08:03.358Z";"27.12.2024";"08:08:00";69,86;24;1676,64;0;0;-765,77;"Sell";"scalable_capital";"Security";"US29355A1079";"A1JC82";;"EUR";;;"Enphase Energy";;"";25540781814
"2024-12-26T09:52:26.479Z";"26.12.2024";"10:52:00";1;0,93;0,93;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-26T09:52:26.478Z";"26.12.2024";"10:52:00";1;14,07;14,07;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-24T08:00:00.000Z";"24.12.2024";"09:00:00";0,35;8;2,76;0,41;0;;"Dividend";"scalable_capital";"Security";"US98419M1009";"A1JMBU";;"EUR";;;"XYLEM";;"";
"2024-12-23T18:20:33.332Z";"23.12.2024";"19:20:00";15,35;22;337,7;0;0;;"Buy";"scalable_capital";"Security";"GRS469003024";"A1W3NH";;"EUR";;;"Kri-Kri";"";"";
"2024-12-23T18:20:03.510Z";"23.12.2024";"19:20:00";83,19;4;332,76;0;0;76,42;"Sell";"scalable_capital";"Security";"US70450Y1038";"A14R7U";;"EUR";;;"PayPal Holdings";;"";10194675193
"2024-12-23T18:18:46.302Z";"23.12.2024";"19:18:00";332,1;1;332,1;0;0;;"Buy";"scalable_capital";"Security";"US5949724083";"722713";;"EUR";;;"Strategy";;"";
"2024-12-23T18:16:42.051Z";"23.12.2024";"19:16:00";25,48;20;509,6;0;0;;"Buy";"scalable_capital";"Security";"GRS282183003";"925529";;"EUR";;;"Jumbo";"";"";
"2024-12-23T17:59:43.257Z";"23.12.2024";"18:59:00";83,27;10;832,7;0;0;188,08;"Sell";"scalable_capital";"Security";"US70450Y1038";"A14R7U";;"EUR";;;"PayPal Holdings";;"";10320374049
"2024-12-23T16:26:20.984Z";"23.12.2024";"17:26:00";1;0,51;0,51;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-23T16:26:20.983Z";"23.12.2024";"17:26:00";1;54,49;54,49;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-23T14:33:33.433Z";"23.12.2024";"15:33:00";116;3;348;0;0;;"Buy";"scalable_capital";"Security";"US78392B1070";"A1JWRE";;"EUR";;;"SK HYNIX GDR 144A/REGS 1";"";"";
"2024-12-23T14:13:51.057Z";"23.12.2024";"15:13:00";198,9;2;397,8;0;0;-0,2;"Sell";"scalable_capital";"Security";"ES0105046009";"A12D3A";;"EUR";;;"Aena";"";"";15456740
"2024-12-23T11:12:43.571Z";"23.12.2024";"12:12:00";1;0,01;0,01;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-23T11:12:43.570Z";"23.12.2024";"12:12:00";1;5,99;5,99;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-23T10:17:29.076Z";"23.12.2024";"11:17:00";70,68;5;353,4;0;0;;"Buy";"scalable_capital";"Security";"SE0012673267";"A2PK19";;"EUR";;;"Evolution Gaming";"";"";
"2024-12-23T10:09:03.516Z";"23.12.2024";"11:09:00";17,76;15;266,4;0;0;;"Buy";"scalable_capital";"Security";"GB00BZ3CNK81";"A2AGBV";;"EUR";;;"TORM";"";"";
"2024-12-23T09:56:39.051Z";"23.12.2024";"10:56:00";116,12;3;348,36;0;0;;"Buy";"scalable_capital";"Security";"US0079031078";"863186";;"EUR";;;"Advanced Micro Devices";"";"";
"2024-12-23T09:56:14.317Z";"23.12.2024";"10:56:00";199;2;398;0;0;;"Buy";"scalable_capital";"Security";"ES0105046009";"A12D3A";;"EUR";;;"Aena";"";"";
"2024-12-23T09:55:16.462Z";"23.12.2024";"10:55:00";12,29;101;1240,89;0;0;-465,39;"Sell";"scalable_capital";"Security";"NL00150001Q9";"A2QL01";;"EUR";;;"Stellantis N.V.";;"";23217004803
"2024-12-23T09:52:57.439Z";"23.12.2024";"10:52:00";4,8;60;287,94;0;0;;"Buy";"scalable_capital";"Security";"KYG4124C1096";"A3C8H0";;"EUR";;;"Grab Holdings Limited";"";"";
"2024-12-23T09:51:56.149Z";"23.12.2024";"10:51:00";70,62;4;282,48;0;0;;"Buy";"scalable_capital";"Security";"SE0012673267";"A2PK19";;"EUR";;;"Evolution Gaming";"";"";
"2024-12-23T09:50:30.614Z";"23.12.2024";"10:50:00";12,8;40;512;0;0;;"Buy";"scalable_capital";"Security";"GB00BL9YR756";"A3CTVY";;"EUR";;;"Wise";"";"";
"2024-12-23T09:49:25.179Z";"23.12.2024";"10:49:00";10,09;26;262,29;0;0;;"Buy";"scalable_capital";"Security";"KYG6683N1034";"A3C82G";;"EUR";;;"Nubank";"";"";
"2024-12-23T08:00:00.002Z";"23.12.2024";"09:00:00";110,6;0,904159;100;0;0;;"Buy";"trade_republic";"Security";"IE00B7Y34M31";"A1VBKR";;"EUR";;;"WisdomTree S&P 500 3x Daily Leveraged";"";"langschwarz";
"2024-12-23T08:00:00.001Z";"23.12.2024";"09:00:00";49,08;0,07254;3,56;0;0;;"Buy";"trade_republic";"Security";"IE00B4ND3602";"A1KWPQ";;"EUR";;;"iShares Physical Gold ETC - USD ACC";"";"langschwarz";
"2024-12-23T08:00:00.001Z";"23.12.2024";"09:00:00";0,0829;119;9,87;0;0;;"Dividend";"scalable_capital";"Security";"BRPETRACNPR6";"899019";;"EUR";;;"Petrobras (Vz)";;"";
"2024-12-23T08:00:00.000Z";"23.12.2024";"09:00:00";0,24;180;43,47;0;0;;"Dividend";"scalable_capital";"Security";"BRPETRACNPR6";"899019";;"EUR";;;"Petrobras (Vz)";;"";
"2024-12-23T08:00:00.000Z";"23.12.2024";"09:00:00";238,22;0,356813;85;0;0;;"Buy";"trade_republic";"Security";"IE00BLRPRL42";"A3GL7E";;"EUR";;;"WisdomTree NASDAQ 100 3x Daily Leveraged";"";"langschwarz";
"2024-12-23T07:59:59.000Z";"23.12.2024";"08:59:00";1;3,56;3,56;0;0;;"TransferIn";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-23T00:00:00.000Z";"23.12.2024";"01:00:00";1;0;0;0;4,99;;"cost";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2024-12-21T12:21:24.854Z";"21.12.2024";"13:21:00";1;1;1;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-21T12:21:24.853Z";"21.12.2024";"13:21:00";1;96;96;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-21T00:41:53.968Z";"21.12.2024";"01:41:00";1;0,6;0,6;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-21T00:41:53.967Z";"21.12.2024";"01:41:00";1;17,4;17,4;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2024-12-20T14:49:00.000Z";"20.12.2024";"15:49:00";3115,49;0,44799762;1395,73;0;0;;"TransferIn";;"Crypto";"ETH";;;"EUR";;;"Ethereum";"";;
