"datetime";"date";"time";"price";"shares";"amount";"tax";"fee";"realizedgains";"type";"broker";"assettype";"identifier";"wkn";"originalcurrency";"currency";"fxrate";"holding";"holdingname";"holdingnickname";"exchange";"avgholdingperiod"
"2025-12-24T11:43:39.000Z";"24.12.2025";"12:43:00";66,69;6;400,11;0;0,3;;"Buy";"interactive_brokers";"Security";"US48581R2058";"A2QD9Y";"USD";"EUR";1,177468;;"Kaspi.kz";"";"";
"2025-12-24T11:40:31.000Z";"24.12.2025";"12:40:00";39,67;20;793,31;0;0,3;;"Buy";"interactive_brokers";"Security";"CA11271J1075";"A3D3EV";"USD";"EUR";1,177468;;"Brookfield Corporation";"";"";
"2025-12-24T11:34:08.000Z";"24.12.2025";"12:34:00";1;11,16;11,16;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-24T08:09:51.276Z";"24.12.2025";"09:09:00";1;2000;2000;0;0;;"TransferIn";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-23T15:20:42.000Z";"23.12.2025";"16:20:00";1;20;20;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-23T08:00:00.001Z";"23.12.2025";"09:00:00";4,52;0,005652;0,0255;0;0;;"Dividend";"trade_republic";"Security";"US09290D1019";"A40PW4";;"EUR";;;"BlackRock";"";"langschwarz";
"2025-12-23T08:00:00.000Z";"23.12.2025";"09:00:00";0,34;1,393725;0,48;0,13;0;;"Dividend";"trade_republic";"Security";"US98419M1009";"A1JMBU";;"EUR";;;"XYLEM";"";"langschwarz";
"2025-12-21T00:07:13.000Z";"21.12.2025";"01:07:00";1;17,4;17,4;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-20T09:18:02.000Z";"20.12.2025";"10:18:00";1;21,99;21,99;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-19T11:36:59.000Z";"19.12.2025";"12:36:00";1;8,54;8,54;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-19T07:02:19.571Z";"19.12.2025";"08:02:00";1;100;100;0;0;;"TransferIn";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-18T08:00:00.000Z";"18.12.2025";"09:00:00";0,31;1,715354;0,53;0,15;0;;"Dividend";"trade_republic";"Security";"GB00BP6MXD84";"A3C99G";;"EUR";;;"Shell";"";"langschwarz";
"2025-12-18T08:00:00.000Z";"18.12.2025";"09:00:00";0,18;17;3,04;0,46;0;;"Dividend";"scalable_capital";"Security";"US02079K3059";"A14Y6F";;"EUR";;;"Alphabet 'A'";;"";
"2025-12-17T08:00:00.000Z";"17.12.2025";"09:00:00";1,27;1,025972;1,31;0,36;0;;"Dividend";"trade_republic";"Security";"IE000S9YS762";"A3D7VW";;"EUR";;;"Linde";"";"langschwarz";
"2025-12-16T15:42:00.000Z";"16.12.2025";"16:42:00";10,96;0,275565;3,02;0,01;1;-0,0658;"Sell";"trade_republic";"Security";"IE0003XJA0J9";"ETF151";;"EUR";;;"Amundi Prime All Country World UCITS ETF - USD ACC";"";"langschwarz";699480000
"2025-12-16T15:41:00.000Z";"16.12.2025";"16:41:00";7,01;5350;37503,5;0;1;;"Buy";"trade_republic";"Security";"IE000716YHJ7";"A3D7QX";;"EUR";;;"Invesco FTSE All-World UCITS ETF Acc";"";"langschwarz";
"2025-12-16T15:38:00.000Z";"16.12.2025";"16:38:00";10,96;3350;36722,7;87,25;1;322,99;"Sell";"trade_republic";"Security";"IE0003XJA0J9";"ETF151";;"EUR";;;"Amundi Prime All Country World UCITS ETF - USD ACC";"";"langschwarz";4945978846
"2025-12-15T08:00:00.000Z";"15.12.2025";"09:00:00";0,18;5,08347;0,91;0,25;0;;"Dividend";"trade_republic";"Security";"US02079K3059";"A14Y6F";;"EUR";;;"Alphabet 'A'";"";"langschwarz";
"2025-12-12T12:08:23.000Z";"12.12.2025";"13:08:00";1;191,71;191,71;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-12T08:00:00.000Z";"12.12.2025";"09:00:00";0,0679;24;1,63;0,25;0;;"Dividend";"scalable_capital";"Security";"US45841N1072";"A0MQY6";;"EUR";;;"Interactive Brokers Group A";"";"";
"2025-12-12T08:00:00.000Z";"12.12.2025";"09:00:00";0,0181;8,223684;0,15;0,05;0;;"Dividend";"trade_republic";"Security";"GB00BLDYK618";"A115BA";;"EUR";;;"Scottish Mort Inv Tst";"";"langschwarz";
"2025-12-11T18:38:17.000Z";"11.12.2025";"19:38:00";1;9,88;9,88;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-11T08:00:00.000Z";"11.12.2025";"09:00:00";0,77;7;5,42;0,82;0;;"Dividend";"scalable_capital";"Security";"US5949181045";"870747";;"EUR";;;"Microsoft";;"";
"2025-12-11T08:00:00.000Z";"11.12.2025";"09:00:00";0,14;1,191203;0,17;0,0558;0;;"Dividend";"trade_republic";"Security";"US49714P1084";"A2APEC";;"EUR";;;"Kinsale Capital";"";"langschwarz";
"2025-12-11T06:13:37.000Z";"11.12.2025";"07:13:00";1;11,22;11,22;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-10T11:01:04.000Z";"10.12.2025";"12:01:00";41,37;50;2068,62;0;1,37;;"Buy";"interactive_brokers";"Security";"DK0062498333";"A3EU6F";"DKK";"EUR";7,468748;;"Novo Nordisk 'B'";"";"";
"2025-12-10T08:00:00.001Z";"10.12.2025";"09:00:00";0,21;80;17,15;5,63;0;;"Dividend";"trade_republic";"Security";"JP3475350009";"A0F57T";;"EUR";;;"Daiichi Sankyo";"";"langschwarz";
"2025-12-10T08:00:00.000Z";"10.12.2025";"09:00:00";0,83;0,682939;0,57;0,16;0;;"Dividend";"trade_republic";"Security";"US78409V1044";"A2AHZ7";;"EUR";;;"S&P Global";"";"langschwarz";
"2025-12-09T17:39:52.715Z";"09.12.2025";"18:39:00";1;431,2;431,2;0;0;;"TransferIn";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-09T16:25:42.000Z";"09.12.2025";"17:25:00";1;14,11;14,11;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-09T13:22:23.641Z";"09.12.2025";"14:22:00";1;4616,14;4616,14;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-09T13:19:39.048Z";"09.12.2025";"14:19:00";1;4716,14;4716,14;0;0;;"TransferIn";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-09T12:32:13.000Z";"09.12.2025";"13:32:00";14,32;100;1431,78;0;0,32;;"Buy";"interactive_brokers";"Security";"KYG6683N1034";"A3C82G";"USD";"EUR";1,162735;;"Nubank";"";"";
"2025-12-09T12:13:12.000Z";"09.12.2025";"13:13:00";111,13;10;1111,33;0;0,33;;"Buy";"interactive_brokers";"Security";"US0304201033";"A0NJ38";"USD";"EUR";1,162735;;"American Water Works";"";"";
"2025-12-09T12:07:01.000Z";"09.12.2025";"13:07:00";99,94;15;1499,05;0;0,32;;"Buy";"interactive_brokers";"Security";"US98978V1035";"A1KBYX";"USD";"EUR";1,162735;;"Zoetis";"";"";
"2025-12-09T12:00:29.000Z";"09.12.2025";"13:00:00";119,18;15;1787,64;0;0,3;;"Buy";"interactive_brokers";"Security";"US98419M1009";"A1JMBU";"USD";"EUR";1,162735;;"XYLEM";"";"";
"2025-12-09T11:51:34.000Z";"09.12.2025";"12:51:00";82,93;25;2073,3;0;0,31;;"Buy";"interactive_brokers";"Security";"US64110L1061";"552484";"USD";"EUR";1,162735;;"Netflix";"";"";
"2025-12-09T11:50:34.000Z";"09.12.2025";"12:50:00";37,58;30;1127,26;0;0,31;;"Buy";"interactive_brokers";"Security";"US15118V2079";"A0YH6K";"USD";"EUR";1,162735;;"Celsius Holdings";"";"";
"2025-12-09T10:46:54.000Z";"09.12.2025";"11:46:00";339,29;5;1696,43;0;0,3;;"Buy";"interactive_brokers";"Security";"IE000S9YS762";"A3D7VW";"USD";"EUR";1,162735;;"Linde";"";"";
"2025-12-09T10:37:04.000Z";"09.12.2025";"11:37:00";464,45;2;928,9;0;0,3;;"Buy";"interactive_brokers";"Security";"US55354G1004";"A0M63R";"USD";"EUR";1,162735;;"MSCI";"";"";
"2025-12-09T10:33:59.000Z";"09.12.2025";"11:33:00";195,82;5;979,11;0;0,3;;"Buy";"interactive_brokers";"Security";"US0231351067";"906866";"USD";"EUR";1,162735;;"Amazon";"";"";
"2025-12-09T10:10:20.000Z";"09.12.2025";"11:10:00";1769,7;1;1769,7;0;0,3;;"Buy";"interactive_brokers";"Security";"US58733R1023";"A0MYNP";"USD";"EUR";1,162735;;"Mercado Libre";"";"";
"2025-12-09T09:57:04.000Z";"09.12.2025";"10:57:00";63,64;70;4455,01;0;0,24;;"Buy";"interactive_brokers";"Security";"US48581R2058";"A2QD9Y";"USD";"EUR";1,162735;;"Kaspi.kz";"";"";
"2025-12-09T09:28:25.167Z";"09.12.2025";"10:28:00";9,77;200;1953;0;0;;"Buy";"scalable_capital";"Security";"LU2290522684";"A2QNEL";;"EUR";;;"InPost";"";"";
"2025-12-09T09:14:35.675Z";"09.12.2025";"10:14:00";1;13312,76;13312,76;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-09T00:00:00.000Z";"09.12.2025";"01:00:00";1;4716,14;4716,14;0;0;;"TransferOut";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2025-12-08T22:55:11.000Z";"08.12.2025";"23:55:00";1;0;0;-172,42;0;;"cost";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-08T14:57:13.000Z";"08.12.2025";"15:57:00";1;31;31;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-08T14:57:00.000Z";"08.12.2025";"15:57:00";64,2;14,959859;960,42;0;1;-142,58;"Sell";"trade_republic";"Security";"US48581R2058";"A2QD9Y";;"EUR";;;"Kaspi.kz";"";"langschwarz";15202154267
"2025-12-08T14:38:27.092Z";"08.12.2025";"15:38:00";64,66;56,899742;3678,92;0;0;-1294,78;"Sell";"scalable_capital";"Security";"US48581R2058";"A2QD9Y";;"EUR";;;"Kaspi.kz";"";"";21782034826
"2025-12-08T13:24:00.000Z";"08.12.2025";"14:24:00";11,2;1000;11198;0;1;;"Buy";"trade_republic";"Security";"IE0003XJA0J9";"ETF151";;"EUR";;;"Amundi Prime All Country World UCITS ETF - USD ACC";"";"langschwarz";
"2025-12-08T13:21:00.004Z";"08.12.2025";"14:21:00";2077,07;0,001531;3,18;0;1;-1,82;"Sell";"trade_republic";"Security";"CA21037X1006";"A0JM27";;"EUR";;;"Constellation Software";"";"langschwarz";17821260000
"2025-12-08T13:21:00.003Z";"08.12.2025";"14:21:00";174,22;0,035816;6,24;0;1;1,24;"Sell";"trade_republic";"Security";"US18915M1071";"A2PQMN";;"EUR";;;"Cloudflare";"";"langschwarz";17821260000
"2025-12-08T13:21:00.002Z";"08.12.2025";"14:21:00";920,03;0,005652;5,2;0;1;0,2;"Sell";"trade_republic";"Security";"US09290D1019";"A40PW4";;"EUR";;;"BlackRock";"";"langschwarz";17821260000
"2025-12-08T13:21:00.001Z";"08.12.2025";"14:21:00";485,02;0,00868;4,21;0;1;-0,79;"Sell";"trade_republic";"Security";"LU1778762911";"A2JEGN";;"EUR";;;"Spotify Technology";"";"langschwarz";17821260000
"2025-12-08T13:21:00.000Z";"08.12.2025";"14:21:00";23,03;0,202306;4,66;0;1;-0,34;"Sell";"trade_republic";"Security";"US22266T1097";"A2QQZ2";;"EUR";;;"Coupang";"";"langschwarz";17821260000
"2025-12-08T13:20:00.005Z";"08.12.2025";"14:20:00";4,46;11;49,02;0;1;2,78;"Sell";"trade_republic";"Security";"KYG4124C1096";"A3C8H0";;"EUR";;;"Grab Holdings Limited";"";"langschwarz";17160458695
"2025-12-08T13:20:00.004Z";"08.12.2025";"14:20:00";1361;0,006025;8,2;0;1;-1,8;"Sell";"trade_republic";"Security";"NL0012969182";"A2JNF4";;"EUR";;;"Adyen";"";"langschwarz";17821200000
"2025-12-08T13:20:00.003Z";"08.12.2025";"14:20:00";4,45;0,878528;3,91;0;0;0,15;"Sell";"trade_republic";"Security";"KYG4124C1096";"A3C8H0";;"EUR";;;"Grab Holdings Limited";"";"langschwarz";19030800000
"2025-12-08T13:20:00.002Z";"08.12.2025";"14:20:00";155,99;0,043081;6,72;0;1;1,72;"Sell";"trade_republic";"Security";"US69608A1088";"A2QA4J";;"EUR";;;"Palantir Technologies";"";"langschwarz";17821200000
"2025-12-08T13:20:00.001Z";"08.12.2025";"14:20:00";274,84;0,112612;30,95;0;1;10,95;"Sell";"trade_republic";"Security";"DK0010272202";"565131";;"EUR";;;"Genmab";"";"langschwarz";17821200000
"2025-12-08T13:20:00.000Z";"08.12.2025";"14:20:00";31,53;1,715354;54,08;0;1;3,56;"Sell";"trade_republic";"Security";"GB00BP6MXD84";"A3C99G";;"EUR";;;"Shell";"";"langschwarz";16256582782
"2025-12-08T13:19:00.003Z";"08.12.2025";"14:19:00";328,59;0,008369;2,75;0;1;-2,25;"Sell";"trade_republic";"Security";"US4435731009";"A12CWQ";;"EUR";;;"HubSpot";"";"langschwarz";17821140000
"2025-12-08T13:19:00.002Z";"08.12.2025";"14:19:00";74,57;0,848896;63,3;0;1;-11,7;"Sell";"trade_republic";"Security";"US34959E1091";"A0YEFE";;"EUR";;;"Fortinet";"";"langschwarz";16352340000
"2025-12-08T13:19:00.001Z";"08.12.2025";"14:19:00";26,1;0,97688;25,5;0;1;-4,5;"Sell";"trade_republic";"Security";"US88322Q1085";"A1JXW7";;"EUR";;;"TG Therapeutics";"";"langschwarz";17821140000
"2025-12-08T13:19:00.000Z";"08.12.2025";"14:19:00";130,43;0,31104;40,57;0;1;10,57;"Sell";"trade_republic";"Security";"US23804L1035";"A2PSFR";;"EUR";;;"Datadog A";"";"langschwarz";18846363889
"2025-12-08T13:18:00.006Z";"08.12.2025";"14:18:00";12,53;8;100,24;0;1;2,96;"Sell";"trade_republic";"Security";"GB00BLDYK618";"A115BA";;"EUR";;;"Scottish Mort Inv Tst";"";"langschwarz";13760280001
"2025-12-08T13:18:00.005Z";"08.12.2025";"14:18:00";42,8;0,273629;11,71;0;0;3,54;"Sell";"trade_republic";"Security";"US7731211089";"A419CG";;"EUR";;;"Rocket Lab 'A'";"";;13760280001
"2025-12-08T13:18:00.004Z";"08.12.2025";"14:18:00";12,52;0,223684;2,8;0;0;0,08;"Sell";"trade_republic";"Security";"GB00BLDYK618";"A115BA";;"EUR";;;"Scottish Mort Inv Tst";"";"langschwarz";13760280000
"2025-12-08T13:18:00.003Z";"08.12.2025";"14:18:00";42,8;1;42,8;0;1;15,97;"Sell";"trade_republic";"Security";"US7731211089";"A419CG";;"EUR";;;"Rocket Lab 'A'";"";;15127743380
"2025-12-08T13:18:00.002Z";"08.12.2025";"14:18:00";119,25;1,476988;176,13;0;1;6,13;"Sell";"trade_republic";"Security";"US98419M1009";"A1JMBU";;"EUR";;;"XYLEM";"";"langschwarz";11841133252
"2025-12-08T13:18:00.001Z";"08.12.2025";"14:18:00";1569,05;0,078251;122,78;0;1;-7,22;"Sell";"trade_republic";"Security";"DE0007030009";"703000";;"EUR";;;"Rheinmetall";"";"langschwarz";3909437935
"2025-12-08T13:18:00.000Z";"08.12.2025";"14:18:00";285,86;0,335232;95,83;0;1;-4,17;"Sell";"trade_republic";"Security";"US92826C8394";"A0NC7B";;"EUR";;;"Visa";"";"langschwarz";13760280000
"2025-12-08T13:17:00.006Z";"08.12.2025";"14:17:00";237,1;1;237,1;0;1;1,16;"Sell";"trade_republic";"Security";"FR0000121972";"860180";;"EUR";;;"Schneider Electric SE";"";"langschwarz";4849729267
"2025-12-08T13:17:00.005Z";"08.12.2025";"14:17:00";51,92;3;155,76;0;1;-4,3;"Sell";"trade_republic";"Security";"NL0013654783";"A2PRDK";;"EUR";;;"Prosus";"";"langschwarz";7312110237
"2025-12-08T13:17:00.004Z";"08.12.2025";"14:17:00";62,99;4,796473;302,13;0;1;42,13;"Sell";"trade_republic";"Security";"GB0007188757";"852147";;"EUR";;;"Rio Tinto";"";"langschwarz";11945451859
"2025-12-08T13:17:00.003Z";"08.12.2025";"14:17:00";237,12;0,178729;42,38;0;0;3,32;"Sell";"trade_republic";"Security";"FR0000121972";"860180";;"EUR";;;"Schneider Electric SE";"";"langschwarz";12661096406
"2025-12-08T13:17:00.002Z";"08.12.2025";"14:17:00";735,11;0,310894;228,54;0;1;-21,46;"Sell";"trade_republic";"Security";"US81762P1021";"A1JX4P";;"EUR";;;"ServiceNow";"";"langschwarz";9208317014
"2025-12-08T13:17:00.001Z";"08.12.2025";"14:17:00";51,92;0,852802;44,28;0;0;4,34;"Sell";"trade_republic";"Security";"NL0013654783";"A2PRDK";;"EUR";;;"Prosus";"";"langschwarz";13760220000
"2025-12-08T13:17:00.000Z";"08.12.2025";"14:17:00";197,86;0,355763;70,39;0;1;10,39;"Sell";"trade_republic";"Security";"NL0000235190";"938914";;"EUR";;;"Airbus";"";"langschwarz";12058665570
"2025-12-08T13:16:00.004Z";"08.12.2025";"14:16:00";440,5;0,688631;303,34;0;1;28,34;"Sell";"trade_republic";"Security";"US22788C1053";"A2PK2R";;"EUR";;;"Crowdstrike A";"";"langschwarz";8277658516
"2025-12-08T13:16:00.003Z";"08.12.2025";"14:16:00";430,1;0,78517;337,7;0;1;2,7;"Sell";"trade_republic";"Security";"US0846707026";"A0YJQ2";;"EUR";;;"Berkshire Hathaway ‘B’";"";"langschwarz";11740613617
"2025-12-08T13:16:00.002Z";"08.12.2025";"14:16:00";156,11;0,014029;2,19;0;1;-2,81;"Sell";"trade_republic";"Security";"US5949724083";"722713";;"EUR";;;"Strategy";"";"langschwarz";17820960000
"2025-12-08T13:16:00.001Z";"08.12.2025";"14:16:00";343;1,025972;351,91;0;1;-48,09;"Sell";"trade_republic";"Security";"IE000S9YS762";"A3D7VW";;"EUR";;;"Linde";"";"langschwarz";8181986397
"2025-12-08T13:16:00.000Z";"08.12.2025";"14:16:00";425,7;0,800117;340,61;0;1;-14,39;"Sell";"trade_republic";"Security";"US78409V1044";"A2AHZ7";;"EUR";;;"S&P Global";"";"langschwarz";8010320131
"2025-12-08T13:14:00.008Z";"08.12.2025";"14:14:00";303,71;0,314545;95,53;0;0;-11,05;"Sell";"trade_republic";"Security";"US49714P1084";"A2APEC";;"EUR";;;"Kinsale Capital";"";"langschwarz";2702200973
"2025-12-08T13:14:00.007Z";"08.12.2025";"14:14:00";299,4;2;598,8;0;1;-56,93;"Sell";"trade_republic";"Security";"JP3236200006";"874827";;"EUR";;;"Keyence";"";"langschwarz";8126581524
"2025-12-08T13:14:00.006Z";"08.12.2025";"14:14:00";108,55;3;325,65;0;1;17,58;"Sell";"trade_republic";"Security";"JP3481800005";"857771";;"EUR";;;"Daikin Industries";"";"langschwarz";10225225087
"2025-12-08T13:14:00.005Z";"08.12.2025";"14:14:00";257,5;1,667171;429,3;0;1;104,3;"Sell";"trade_republic";"Security";"US8740391003";"909800";;"EUR";;;"TSMC (ADR)";"";"langschwarz";12478995760
"2025-12-08T13:14:00.004Z";"08.12.2025";"14:14:00";54,55;10;545,5;0;1;78,9;"Sell";"trade_republic";"Security";"SE0007692850";"A2ABG7";;"EUR";;;"CAMURUS AB Aktie";"";"langschwarz";16677480000
"2025-12-08T13:14:00.003Z";"08.12.2025";"14:14:00";303,7;1;303,7;0;1;-79,72;"Sell";"trade_republic";"Security";"US49714P1084";"A2APEC";;"EUR";;;"Kinsale Capital";"";"langschwarz";10878672403
"2025-12-08T13:14:00.002Z";"08.12.2025";"14:14:00";494,35;1,303676;644,47;0;1;99,47;"Sell";"trade_republic";"Security";"US46120E6023";"888024";;"EUR";;;"Intuitive Surgical";"";"langschwarz";9024059825
"2025-12-08T13:14:00.001Z";"08.12.2025";"14:14:00";299,82;0,010773;3,23;0;0;-1,04;"Sell";"trade_republic";"Security";"JP3236200006";"874827";;"EUR";;;"Keyence";"";"langschwarz";17820840000
"2025-12-08T13:14:00.000Z";"08.12.2025";"14:14:00";108,55;0,470677;51,09;0;0;4,16;"Sell";"trade_republic";"Security";"JP3481800005";"857771";;"EUR";;;"Daikin Industries";"";"langschwarz";16352040000
"2025-12-08T13:13:00.002Z";"08.12.2025";"14:13:00";3,99;200;797,6;0;1;-91,6;"Sell";"trade_republic";"Security";"DK0061412772";"A2QG5D";;"EUR";;;"Cadeler";"";"langschwarz";16677420000
"2025-12-08T13:13:00.001Z";"08.12.2025";"14:13:00";462,4;2,680714;1239,56;0;1;-60,23;"Sell";"trade_republic";"Security";"US55354G1004";"A0M63R";;"EUR";;;"MSCI";"";"langschwarz";15986197518
"2025-12-08T13:13:00.000Z";"08.12.2025";"14:13:00";110,65;8,414937;931,11;0;1;-110,09;"Sell";"trade_republic";"Security";"US0304201033";"A0NJ38";;"EUR";;;"American Water Works";"";"langschwarz";16522096936
"2025-12-08T13:11:00.002Z";"08.12.2025";"14:11:00";14,5;47;681,59;0;1;185,21;"Sell";"trade_republic";"Security";"KYG6683N1034";"A3C82G";;"EUR";;;"Nubank";"";"langschwarz";17088016512
"2025-12-08T13:11:00.001Z";"08.12.2025";"14:11:00";1793,4;0,524132;939,98;0;1;-150,02;"Sell";"trade_republic";"Security";"US58733R1023";"A0MYNP";;"EUR";;;"Mercado Libre";"";"langschwarz";11158659758
"2025-12-08T13:11:00.000Z";"08.12.2025";"14:11:00";14,5;0,791182;11,47;0;0;2,76;"Sell";"trade_republic";"Security";"KYG6683N1034";"A3C82G";;"EUR";;;"Nubank";"";"langschwarz";19030260000
"2025-12-08T13:10:00.003Z";"08.12.2025";"14:10:00";39,9;0,598555;23,88;0;0;-0,0622;"Sell";"trade_republic";"Security";"CA11271J1075";"A3D3EV";;"EUR";;;"Brookfield Corporation";"";"langschwarz";537000001
"2025-12-08T13:10:00.002Z";"08.12.2025";"14:10:00";275,25;5,08347;1399,23;0;1;664,16;"Sell";"trade_republic";"Security";"US02079K3059";"A14Y6F";;"EUR";;;"Alphabet 'A'";"";"langschwarz";16754993456
"2025-12-08T13:10:00.001Z";"08.12.2025";"14:10:00";39,9;26;1037,4;0;1;105,38;"Sell";"trade_republic";"Security";"CA11271J1075";"A3D3EV";;"EUR";;;"Brookfield Corporation";"";"langschwarz";14632736787
"2025-12-08T13:10:00.000Z";"08.12.2025";"14:10:00";101,9;13,203668;1345,45;0;1;-470,95;"Sell";"trade_republic";"Security";"US98978V1035";"A1KBYX";;"EUR";;;"Zoetis";"";"langschwarz";13274287184
"2025-12-08T13:09:00.005Z";"08.12.2025";"14:09:00";9,7;0,204164;1,98;0;0;-0,03;"Sell";"trade_republic";"Security";"LU2290522684";"A2QNEL";;"EUR";;;"InPost";"";"langschwarz";2682600000
"2025-12-08T13:09:00.004Z";"08.12.2025";"14:09:00";21,8;80;1744;0;1;312;"Sell";"trade_republic";"Security";"US20441A1025";"621975";;"EUR";;;"Sabesp ADR";"";"langschwarz";16150380000
"2025-12-08T13:09:00.003Z";"08.12.2025";"14:09:00";197,66;7,478829;1478,27;0;1;114,31;"Sell";"trade_republic";"Security";"US0231351067";"906866";;"EUR";;;"Amazon";"";"langschwarz";14842671304
"2025-12-08T13:09:00.002Z";"08.12.2025";"14:09:00";9,72;192;1865,28;0;1;-278,91;"Sell";"trade_republic";"Security";"LU2290522684";"A2QNEL";;"EUR";;;"InPost";"";"langschwarz";6561939063
"2025-12-08T13:09:00.001Z";"08.12.2025";"14:09:00";40,66;64,242736;2611,79;0;1;-868,58;"Sell";"trade_republic";"Security";"DK0062498333";"A3EU6F";;"EUR";;;"Novo Nordisk 'B'";"";"langschwarz";14165336240
"2025-12-08T13:09:00.000Z";"08.12.2025";"14:09:00";18,91;80;1512,8;0;1;-20;"Sell";"trade_republic";"Security";"JP3475350009";"A0F57T";;"EUR";;;"Daiichi Sankyo";"";"langschwarz";13631400000
"2025-12-08T11:47:15.336Z";"08.12.2025";"12:47:00";115,5;3;346,5;0;0;;"Buy";"scalable_capital";"Security";"US81141R1005";"A2H5LX";;"EUR";;;"Sea (ADR)";;"";
"2025-12-08T11:45:57.062Z";"08.12.2025";"12:45:00";115,5;3;346,5;0;0;;"Buy";"scalable_capital";"Security";"US81141R1005";"A2H5LX";;"EUR";;;"Sea (ADR)";;"";
"2025-12-08T11:43:38.196Z";"08.12.2025";"12:43:00";4,71;350;1648,15;0;0;;"Buy";"scalable_capital";"Security";"KYG9830T1067";"A2JNY1";;"EUR";;;"Xiaomi";"";"";
"2025-12-08T11:15:32.923Z";"08.12.2025";"12:15:00";56,54;14;791,56;0;0;-146,02;"Sell";"scalable_capital";"Security";"SE0012673267";"A2PK19";;"EUR";;;"Evolution Gaming";"";"";25648863540
"2025-12-08T10:53:00.303Z";"08.12.2025";"11:53:00";9,86;85;838,1;0;0;-278,94;"Sell";"scalable_capital";"Security";"GB00BL9YR756";"A3CTVY";;"EUR";;;"Wise";"";"";27802314687
"2025-12-08T10:43:00.290Z";"08.12.2025";"11:43:00";10,83;171;1851,07;0;0;26,65;"Sell";"scalable_capital";"Security";"CNE100000296";"A0M4W9";;"EUR";;;"BYD";;"";37497000373
"2025-12-08T10:41:12.749Z";"08.12.2025";"11:41:00";9,71;185;1796,35;0;0;-702,07;"Sell";"scalable_capital";"Security";"LU2290522684";"A2QNEL";;"EUR";;;"InPost";"";"";15161440098
"2025-12-06T11:49:18.000Z";"06.12.2025";"12:49:00";1;71,76;71,76;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-05T00:00:00.000Z";"05.12.2025";"01:00:00";1;0,08;0,08;0;0;;"Interest";"scalable_capital";;;;;"EUR";;"hld_67bf91d99bbda8421ff8340f";;"Verrechnungskonto";;
"2025-12-04T08:00:00.000Z";"04.12.2025";"09:00:00";0,23;12;2,77;0;0;;"Dividend";"scalable_capital";"Security";"NL0000687663";"A0LFB3";;"EUR";;;"AerCap";"";"";
"2025-12-03T01:00:05.708Z";"03.12.2025";"02:00:00";1;40;40;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-03T01:00:02.179Z";"03.12.2025";"02:00:00";1;56;56;0;0;;"TransferOut";"trade_republic";;;;;"EUR";;"hld_66ae05a9345023e86ede486b";;"Verrechnungskonto";;
"2025-12-02T17:59:14.551Z";"02.12.2025";"18:59:00";130,4;3;391,2;0;0;;"Buy";"scalable_capital";"Security";"NL0006294274";"A115MJ";;"EUR";;;"Euronext";"";"";
